title;price;old_price;link;img
STRIPED TABLECLOTH;35.90 USD - 49.90 USD;;https://www.zara.com/us/en/striped-tablecloth-p49235021.html;https://static.zara.net/photos///2022/I/4/1/p/9235/021/044/2/w/563/9235021044_6_1_1.jpg?ts=1652371398652
STRIPED COTTON TABLE LINEN;9.90 USD - 49.90 USD;;https://www.zara.com/us/en/striped-cotton-table-linen-pG49235021044000.html;https://static.zara.net/photos///2022/I/G/1/p/9235/021/044/2/w/563/9235021044_6_1_1.jpg?ts=1652446482561
BLUE BORDER TABLECLOTH;49.90 USD;;https://www.zara.com/us/en/blue-border-tablecloth-p49239021.html;https://static.zara.net/photos///2022/I/4/1/p/9239/021/407/2/w/563/9239021407_6_1_1.jpg?ts=1654081641149
MULTICOLORED STRIPE BEACH TOWEL;49.90 USD;39.90 USD;https://www.zara.com/us/en/multicolored-stripe-beach-towel-p45585013.html;https://static.zara.net/photos///2022/I/4/1/p/5585/013/054/2/w/563/5585013054_6_1_1.jpg?ts=1652279270910
SHOP THE LOOK;25.90 USD - 29.90 USD;;https://www.zara.com/us/en/shop-the-look-pG42459706850000.html;https://static.zara.net/photos///2022/I/G/1/p/2459/706/850/2/w/563/2459706850_6_1_1.jpg?ts=1653485858735
SHOP THE LOOK;25.90 USD - 29.90 USD;;https://www.zara.com/us/en/shop-the-look-pG45439705737000.html;https://static.zara.net/photos///2022/I/G/1/p/5439/705/737/2/w/563/5439705737_6_1_1.jpg?ts=1653477457226
BLACK VANILLA SCENTED CANDLE;25.90 USD - 29.90 USD;;https://www.zara.com/us/en/black-vanilla-scented-candle-pG45446705800000.html;https://static.zara.net/photos///2022/I/G/1/p/5446/705/800/2/w/563/5446705800_6_1_1.jpg?ts=1653302827648
FADED LINEN SHEETS;29.90 USD - 159.00 USD;;https://www.zara.com/us/en/faded-linen-sheets-pG40150091250000.html;https://static.zara.net/photos///2022/V/G/1/p/0150/091/250/2/w/563/0150091250_6_1_1.jpg?ts=1645019773724
STRIPED DYED-THREAD COTTON SHEETS;14.90 USD - 119.00 USD;;https://www.zara.com/us/en/striped-dyed-thread-cotton-sheets-pG41128088400000.html;https://static.zara.net/photos///2022/V/G/1/p/1128/088/400/2/w/563/1128088400_6_1_1.jpg?ts=1648552925334
ECOLOGICALLY GROWN COTTON TOWEL;6.90 USD - 29.90 USD;;https://www.zara.com/us/en/ecologically-grown-cotton-towel-p43590013.html;https://static.zara.net/photos///2022/V/4/1/p/3590/013/250/2/w/563/3590013250_6_1_1.jpg?ts=1641383037599
